name	version	path	bytes	md5	package_url	remote_manifest_url
G_Cleopatra	0.0.1	assets/res/raw-assets/85/85cb3283-df0b-4bb7-8215-a25956c33980.manifest	211	863f1c838e53105b96848f01ff54f62e	http://ifs.yonorummy.in/GameX/1.6.8.7/G_Cleopatra	http://ifs.yonorummy.in/GameX/G_Cleopatra/project.manifest
GameRecords	0.0.1	assets/res/raw-assets/35/352fafd5-f901-41a9-a478-9e4edd919886.manifest	217	f734ed9837ecb8991eaa26fa463b9879	http://ifs.yonorummy.in/GameX/1.6.8.7/GameRecords	http://ifs.yonorummy.in/GameX/GameRecords/project.manifest
GaneshaFortune	0.0.1	assets/res/raw-assets/51/519c422e-6ca2-422b-9482-4847e9b42983.manifest	222	03137ec6bc70e04e2b17d549a6f6bbc3	http://ifs.yonorummy.in/GameX/1.6.8.7/GaneshaFortune	http://ifs.yonorummy.in/GameX/GaneshaFortune/project.manifest
GaneshaGold	0.0.1	assets/res/raw-assets/1a/1a261599-d513-4043-81dd-435d77e358c1.manifest	210	e55f9a3e37d9530a8495b1da0faad852	http://ifs.yonorummy.in/GameX/1.6.8.7/GaneshaGold	http://ifs.yonorummy.in/GameX/GaneshaGold/project.manifest
GaroGem	0.0.1	assets/res/raw-assets/ad/ade9e6f2-fc31-4eec-955c-6319b7005318.manifest	194	ef3ccf1fc79f017a4a6c1552c3871ab9	http://ifs.yonorummy.in/GameX/1.6.8.7/GaroGem	http://ifs.yonorummy.in/GameX/GaroGem/project.manifest
GaroGem2	0.0.1	assets/res/raw-assets/d0/d0f8ed4c-b274-463a-8322-4f88871cf1cc.manifest	198	add797fa41716196d3f514b65608db61	http://ifs.yonorummy.in/GameX/1.6.8.7/GaroGem2	http://ifs.yonorummy.in/GameX/GaroGem2/project.manifest
GaroGem3	0.0.1	assets/res/raw-assets/9d/9d7023ff-6130-4712-bd31-beff7cfa0a78.manifest	198	7b0a9cfcd0c18cde9162beb2e584de9e	http://ifs.yonorummy.in/GameX/1.6.8.7/GaroGem3	http://ifs.yonorummy.in/GameX/GaroGem3/project.manifest
GaroGem4	0.0.1	assets/res/raw-assets/34/34bc17fe-9842-4c45-a671-8ea7dba2e6f2.manifest	198	09968ff419145ef53071a9b60dbbb839	http://ifs.yonorummy.in/GameX/1.6.8.7/GaroGem4	http://ifs.yonorummy.in/GameX/GaroGem4/project.manifest
GaroGem5	0.0.1	assets/res/raw-assets/09/090cb904-84bf-4b58-a945-e2015964307e.manifest	198	509568d53399487407d89b1626da0d8e	http://ifs.yonorummy.in/GameX/1.6.8.7/GaroGem5	http://ifs.yonorummy.in/GameX/GaroGem5/project.manifest
GaroGem6	0.0.1	assets/res/raw-assets/50/502fcf61-e223-4113-b06a-490aa058b58e.manifest	198	520688dfdfda009c02f21fae755ae095	http://ifs.yonorummy.in/GameX/1.6.8.7/GaroGem6	http://ifs.yonorummy.in/GameX/GaroGem6/project.manifest
GatesOfGatotKaca	0.0.1	assets/res/raw-assets/5a/5a5fda75-a532-40c4-9ffc-2f7d26596c84.manifest	230	f0c5a2e54191115fa61770db64febd3f	http://ifs.yonorummy.in/GameX/1.6.8.7/GatesOfGatotKaca	http://ifs.yonorummy.in/GameX/GatesOfGatotKaca/project.manifest
GatesOfOlympus	0.0.1	assets/res/raw-assets/8f/8f7816a8-5b97-4e45-97fa-5de0419c9ed6.manifest	222	8ed9a1648f62f2f9606d650a227bd42b	http://ifs.yonorummy.in/GameX/1.6.8.7/GatesOfOlympus	http://ifs.yonorummy.in/GameX/GatesOfOlympus/project.manifest
GemStonesGold	0.0.1	assets/res/raw-assets/ac/acec176b-2fc3-45df-a888-8c189beaf082.manifest	218	4d19628e1821b0eddae5404586cdbcba	http://ifs.yonorummy.in/GameX/1.6.8.7/GemStonesGold	http://ifs.yonorummy.in/GameX/GemStonesGold/project.manifest
GoldBlitz	0.0.1	assets/res/raw-assets/cb/cb17241a-31bc-4487-b919-c8591d0d907a.manifest	202	5ffd492997b1690cd44c9c97bb9df97f	http://ifs.yonorummy.in/GameX/1.6.8.7/GoldBlitz	http://ifs.yonorummy.in/GameX/GoldBlitz/project.manifest
GoldenBank	0.0.1	assets/res/raw-assets/30/30354e79-aecc-44b8-a1f1-ea362ba57753.manifest	206	614a79965d84637cee48bfcc44e528cc	http://ifs.yonorummy.in/GameX/1.6.8.7/GoldenBank	http://ifs.yonorummy.in/GameX/GoldenBank/project.manifest
GoldenExpress	0.0.1	assets/res/raw-assets/24/24783305-0d5e-43d6-a3ca-58e4dced91ca.manifest	218	aa544017f855b26d2025d3def0fe79d8	http://ifs.yonorummy.in/GameX/1.6.8.7/GoldenExpress	http://ifs.yonorummy.in/GameX/GoldenExpress/project.manifest
GoldenWest	0.0.1	assets/res/raw-assets/ea/ea4f08f9-5bf9-4eb7-8d3a-cf3651ab0d15.manifest	206	e2064691cb1194dbaf1e44525e249c6a	http://ifs.yonorummy.in/GameX/1.6.8.7/GoldenWest	http://ifs.yonorummy.in/GameX/GoldenWest/project.manifest
Gopnik	0.0.1	assets/res/raw-assets/7a/7a94e381-9776-4d07-af84-b59e8cf3edcf.manifest	190	1754c47377103aea1b0af28f83bc7e6f	http://ifs.yonorummy.in/GameX/1.6.8.7/Gopnik	http://ifs.yonorummy.in/GameX/Gopnik/project.manifest
GreatGoldGra	0.0.1	assets/res/raw-assets/f8/f87a203c-803e-4440-ae94-cb6b66592911.manifest	214	018ca68c9d984b3278ea5c986dba834a	http://ifs.yonorummy.in/GameX/1.6.8.7/GreatGoldGra	http://ifs.yonorummy.in/GameX/GreatGoldGra/project.manifest
Hilo	0.0.1	assets/res/raw-assets/8c/8c7ae5ed-ac6e-4cad-951f-d4708e60fca6.manifest	182	fdffed1dd95aea8bf4e1bad4284f8446	http://ifs.yonorummy.in/GameX/1.6.8.7/Hilo	http://ifs.yonorummy.in/GameX/Hilo/project.manifest
HipHopPanda	0.0.1	assets/res/raw-assets/3c/3c437837-ff11-4ade-ba1f-f4f11cdac7d5.manifest	210	042d890785604eb1ce7ef971889cf226	http://ifs.yonorummy.in/GameX/1.6.8.7/HipHopPanda	http://ifs.yonorummy.in/GameX/HipHopPanda/project.manifest
HoneyMoney	0.0.1	assets/res/raw-assets/e1/e19be600-e1f7-4910-8684-042f6250afff.manifest	206	b1ceea78c2fa2a400153f98dc7a16c87	http://ifs.yonorummy.in/GameX/1.6.8.7/HoneyMoney	http://ifs.yonorummy.in/GameX/HoneyMoney/project.manifest
HorseRace	0.0.1	assets/res/raw-assets/c4/c44a9508-f4cb-4fe5-aa30-bed997aeb711.manifest	202	c06f250eb8b5df8c82102c7d9ead9169	http://ifs.yonorummy.in/GameX/1.6.8.7/HorseRace	http://ifs.yonorummy.in/GameX/HorseRace/project.manifest
InfectedZone	0.0.1	assets/res/raw-assets/57/57454a56-f290-4f5f-a1cf-325935bd9e3f.manifest	214	b4f04c99e87828d3726bbc930293289b	http://ifs.yonorummy.in/GameX/1.6.8.7/InfectedZone	http://ifs.yonorummy.in/GameX/InfectedZone/project.manifest
Interest	0.0.1	assets/res/raw-assets/a1/a18a65e3-8522-4c71-907a-44d7abe0cf2c.manifest	204	4400cfef73096b5ec2867622ba33028f	http://ifs.yonorummy.in/GameX/1.6.8.7/Interest	http://ifs.yonorummy.in/GameX/Interest/project.manifest
InviteBonus	0.0.1	assets/res/raw-assets/9c/9c61bdf6-013f-4c96-841d-b487ecb0882b.manifest	217	8ba7158c47e5934af32659d714f5aa70	http://ifs.yonorummy.in/GameX/1.6.8.7/InviteBonus	http://ifs.yonorummy.in/GameX/InviteBonus/project.manifest
InviteCode	0.0.1	assets/res/raw-assets/7a/7ad5a6f8-d605-4ed3-9f75-21ac4afee16f.manifest	212	26f9e59527a0b883cc4170ace1452a2f	http://ifs.yonorummy.in/GameX/1.6.8.7/InviteCode	http://ifs.yonorummy.in/GameX/InviteCode/project.manifest
JackPotParty	0.0.1	assets/res/raw-assets/8a/8ac81666-33af-40c0-a4c3-99a0c2eccc74.manifest	214	2a609c5cd1398e5bf59c03b63214d444	http://ifs.yonorummy.in/GameX/1.6.8.7/JackPotParty	http://ifs.yonorummy.in/GameX/JackPotParty/project.manifest
JackpotFish	0.0.1	assets/res/raw-assets/c4/c41c531c-bdd7-4f9d-9140-20e0ade2459c.manifest	210	1ca7822f869b82bf645bc95e01f69789	http://ifs.yonorummy.in/GameX/1.6.8.7/JackpotFish	http://ifs.yonorummy.in/GameX/JackpotFish/project.manifest
JackpotJoker	0.0.1	assets/res/raw-assets/8c/8c31d8bb-449a-49f5-8bd4-88961d118cde.manifest	214	d11c4c0173590fd41e52b80e7ef10e66	http://ifs.yonorummy.in/GameX/1.6.8.7/JackpotJoker	http://ifs.yonorummy.in/GameX/JackpotJoker/project.manifest
JackpotLink	0.0.1	assets/res/raw-assets/83/83380dfc-a208-4667-af97-3382d937838d.manifest	210	f071fc1091298921c7db0b8074e5b08c	http://ifs.yonorummy.in/GameX/1.6.8.7/JackpotLink	http://ifs.yonorummy.in/GameX/JackpotLink/project.manifest
JackpotLotto	0.0.1	assets/res/raw-assets/0c/0cb038e5-724f-4200-99ce-6e704e7afd63.manifest	220	30043af16d866a8f65b8a67c6d24f337	http://ifs.yonorummy.in/GameX/1.6.8.7/JackpotLotto	http://ifs.yonorummy.in/GameX/JackpotLotto/project.manifest
JadeEmpress	0.0.1	assets/res/raw-assets/1f/1f6d64e2-aaf5-4327-bbc8-4179f1b6457e.manifest	210	7db29d9b06aee2d6d53ca3e16eb12257	http://ifs.yonorummy.in/GameX/1.6.8.7/JadeEmpress	http://ifs.yonorummy.in/GameX/JadeEmpress/project.manifest
JetX	0.0.1	assets/res/raw-assets/8a/8a1a3d4b-24d4-49d9-b4ef-451703941f76.manifest	182	9fb20a0f8610ca9813e73ae3e510ed14	http://ifs.yonorummy.in/GameX/1.6.8.7/JetX	http://ifs.yonorummy.in/GameX/JetX/project.manifest
Jhandimunda	0.0.1	assets/res/raw-assets/e0/e0240628-5885-4952-a3e0-9142c667ad82.manifest	210	bc44d22f6b9aa56df5e4c394b943a915	http://ifs.yonorummy.in/GameX/1.6.8.7/Jhandimunda	http://ifs.yonorummy.in/GameX/Jhandimunda/project.manifest
JiJieHaoFish	0.0.1	assets/res/raw-assets/f8/f87f1410-22bb-475c-9514-9e8a0ab95c39.manifest	214	b4a6209af4af5a9712b9087dcf3d7f73	http://ifs.yonorummy.in/GameX/1.6.8.7/JiJieHaoFish	http://ifs.yonorummy.in/GameX/JiJieHaoFish/project.manifest
JiJieHaoFish2	0.0.1	assets/res/raw-assets/fc/fce6d79e-7806-4a18-92f3-a576fbbc5da2.manifest	218	e60c7567e7dfcf54be204654568a259f	http://ifs.yonorummy.in/GameX/1.6.8.7/JiJieHaoFish2	http://ifs.yonorummy.in/GameX/JiJieHaoFish2/project.manifest
JungleDelight	0.0.1	assets/res/raw-assets/7c/7ce0a00a-1b63-4f44-873b-450d11b83327.manifest	218	1bfb374ebc3b5a9da905781484991f9c	http://ifs.yonorummy.in/GameX/1.6.8.7/JungleDelight	http://ifs.yonorummy.in/GameX/JungleDelight/project.manifest
JungleGaint	0.0.1	assets/res/raw-assets/fe/fe892b77-a7c2-4121-bb45-d4ffaf740fbd.manifest	210	4bde6c4efa2e80e78fd2275c8d203883	http://ifs.yonorummy.in/GameX/1.6.8.7/JungleGaint	http://ifs.yonorummy.in/GameX/JungleGaint/project.manifest
JurassicKingdom	0.0.1	assets/res/raw-assets/6f/6f8b26d3-2773-4551-9baa-4878493d864a.manifest	226	42bd60f8f1f99ff7c317c137ec3661e0	http://ifs.yonorummy.in/GameX/1.6.8.7/JurassicKingdom	http://ifs.yonorummy.in/GameX/JurassicKingdom/project.manifest
JurassicWorld	0.0.1	assets/res/raw-assets/83/83d327af-d0c1-439f-ae17-f97e63f8e55b.manifest	218	99f0998be3dfd61ab750112934bb0c34	http://ifs.yonorummy.in/GameX/1.6.8.7/JurassicWorld	http://ifs.yonorummy.in/GameX/JurassicWorld/project.manifest
Keno	0.0.1	assets/res/raw-assets/b6/b6d33a47-c4f8-4b6b-acd4-2c18a741aa8d.manifest	182	fe1f6d68b0e85c439ebfbea671b23a4d	http://ifs.yonorummy.in/GameX/1.6.8.7/Keno	http://ifs.yonorummy.in/GameX/Keno/project.manifest
KenoLive	0.0.1	assets/res/raw-assets/90/90e5bb5c-f6b2-494f-9bb3-82f05685ddf1.manifest	198	7916a7ea6ce0967564a3d4d9db3a4254	http://ifs.yonorummy.in/GameX/1.6.8.7/KenoLive	http://ifs.yonorummy.in/GameX/KenoLive/project.manifest
LampOfAladdin	0.0.1	assets/res/raw-assets/29/2922c908-df92-4c6b-92f9-2b98c4abb307.manifest	214	a525791941957d80e820bd9ab7c58fcf	http://ifs.yonorummy.in/GameX/1.6.8.7/LampOfAladdin	http://ifs.yonorummy.in/GameX/LampOfAladdin/project.manifest
Limbo	0.0.1	assets/res/raw-assets/3d/3d2bee9e-056b-4382-931f-c1c1591aea99.manifest	186	bbe13b4cd4150f3fc0ec5d1b2c6d6ec5	http://ifs.yonorummy.in/GameX/1.6.8.7/Limbo	http://ifs.yonorummy.in/GameX/Limbo/project.manifest
LionSagaOdyssey	0.0.1	assets/res/raw-assets/4e/4e953485-1ec5-49b5-b457-6ba4edee19dd.manifest	226	825c938319b12fd84f585e17197d6fa9	http://ifs.yonorummy.in/GameX/1.6.8.7/LionSagaOdyssey	http://ifs.yonorummy.in/GameX/LionSagaOdyssey/project.manifest
LuckyCasino	0.0.1	assets/res/raw-assets/57/57a25e79-72ea-46df-b870-a8c834fb7c7d.manifest	210	c78e666e17bb3e1ae1befb4adf93c012	http://ifs.yonorummy.in/GameX/1.6.8.7/LuckyCasino	http://ifs.yonorummy.in/GameX/LuckyCasino/project.manifest
LuckyGems1000	0.0.1	assets/res/raw-assets/44/44b90a42-715a-4bb0-9833-edfae698fde1.manifest	218	8bc2c20f7ab0b97a6805a243c93a7377	http://ifs.yonorummy.in/GameX/1.6.8.7/LuckyGems1000	http://ifs.yonorummy.in/GameX/LuckyGems1000/project.manifest
LuckyGems4	0.0.1	assets/res/raw-assets/70/70ad8aa6-0d5e-44c0-80f8-7ddfc8f1cc80.manifest	206	2aef1a1ed9b0f54ace7d9803d9d4f6b7	http://ifs.yonorummy.in/GameX/1.6.8.7/LuckyGems4	http://ifs.yonorummy.in/GameX/LuckyGems4/project.manifest
LuckyJaguar	0.0.1	assets/res/raw-assets/8f/8f1adfac-a41e-4b1b-989f-402610f23d5b.manifest	210	032f91a91a8933688cf5ac238e4c3d30	http://ifs.yonorummy.in/GameX/1.6.8.7/LuckyJaguar	http://ifs.yonorummy.in/GameX/LuckyJaguar/project.manifest
LuckyTiger	0.0.1	assets/res/raw-assets/cb/cba1a2a5-1c83-4dd6-b938-e5ab6a6cc087.manifest	206	e0f1ac709849f50fdd35d732b9fbb2a6	http://ifs.yonorummy.in/GameX/1.6.8.7/LuckyTiger	http://ifs.yonorummy.in/GameX/LuckyTiger/project.manifest
Luckydraw	0.0.1	assets/res/raw-assets/a9/a90fb572-44b0-4bf9-b82a-783a6404451f.manifest	208	c3568c9dfd031bf7d22e7985b4b7f93f	http://ifs.yonorummy.in/GameX/1.6.8.7/Luckydraw	http://ifs.yonorummy.in/GameX/Luckydraw/project.manifest
Lumberjack	0.0.1	assets/res/raw-assets/cf/cfe3c9fd-92ca-443b-9312-b277ae276f54.manifest	206	c1d0fecaa93d61f5533767c8e4f942da	http://ifs.yonorummy.in/GameX/1.6.8.7/Lumberjack	http://ifs.yonorummy.in/GameX/Lumberjack/project.manifest
MahjongWays	0.0.1	assets/res/raw-assets/ad/ada4fdb8-689e-4a03-af5c-67e0b1da944e.manifest	210	b9571caae4c2d852690e604d4c42c715	http://ifs.yonorummy.in/GameX/1.6.8.7/MahjongWays	http://ifs.yonorummy.in/GameX/MahjongWays/project.manifest
MahjongWays2	0.0.1	assets/res/raw-assets/2a/2ac81cf3-af8d-49a0-acde-f789af716d62.manifest	214	255ba90f2fec28d35bf4ccca5618ccc2	http://ifs.yonorummy.in/GameX/1.6.8.7/MahjongWays2	http://ifs.yonorummy.in/GameX/MahjongWays2/project.manifest
MahjongWins3	0.0.1	assets/res/raw-assets/c1/c17c1d5c-c23d-4ae9-9741-8699b4596f49.manifest	214	9057a5928ce46bce447af83d76f264ad	http://ifs.yonorummy.in/GameX/1.6.8.7/MahjongWins3	http://ifs.yonorummy.in/GameX/MahjongWins3/project.manifest
Maya777	0.0.1	assets/res/raw-assets/93/93758ba6-04e0-4b08-abb2-f72a0319aa50.manifest	194	c0a2e5a5f3f069051afd10f2539ffd2f	http://ifs.yonorummy.in/GameX/1.6.8.7/Maya777	http://ifs.yonorummy.in/GameX/Maya777/project.manifest
MegaAce	0.0.1	assets/res/raw-assets/08/0811261c-acbf-44a7-9afd-e9c668033d79.manifest	194	dfa18767b7a8eb7769411bcbea029522	http://ifs.yonorummy.in/GameX/1.6.8.7/MegaAce	http://ifs.yonorummy.in/GameX/MegaAce/project.manifest
MegaBills	0.0.1	assets/res/raw-assets/1f/1f23fbe6-ae34-4840-80a0-1aa78ea396dc.manifest	202	ac9798e86ea36efa75a6ad4dd1e3ee3e	http://ifs.yonorummy.in/GameX/1.6.8.7/MegaBills	http://ifs.yonorummy.in/GameX/MegaBills/project.manifest
MegaBills2	0.0.1	assets/res/raw-assets/62/628d58ad-1770-47c8-b23e-555e1a850e14.manifest	206	7289fa98e32502e1649ff90dbb7b28ac	http://ifs.yonorummy.in/GameX/1.6.8.7/MegaBills2	http://ifs.yonorummy.in/GameX/MegaBills2/project.manifest
MegaMoneyFrog	0.0.1	assets/res/raw-assets/38/387f172f-dda1-44c5-ae2b-0d6f7f6cff36.manifest	218	57cd1182cfcbf629ed6024f89f513e35	http://ifs.yonorummy.in/GameX/1.6.8.7/MegaMoneyFrog	http://ifs.yonorummy.in/GameX/MegaMoneyFrog/project.manifest
Mega_Fishing	0.0.1	assets/res/raw-assets/c3/c34b3036-795d-4ad0-ae1a-75c93229c1d1.manifest	214	6786aaa0bf86261af4f46bf75ea79cf3	http://ifs.yonorummy.in/GameX/1.6.8.7/Mega_Fishing	http://ifs.yonorummy.in/GameX/Mega_Fishing/project.manifest
Mine2	0.0.1	assets/res/raw-assets/bd/bd9c620a-b5c8-4101-8e40-905ed55a7409.manifest	186	436609e0f606933b2ee68572d99c2358	http://ifs.yonorummy.in/GameX/1.6.8.7/Mine2	http://ifs.yonorummy.in/GameX/Mine2/project.manifest
Mine3D	0.0.1	assets/res/raw-assets/e4/e451d7ec-18f1-4722-8c2e-b2839b708f7f.manifest	190	02498ee2804ded7d587c6d0b8d8ce3c9	http://ifs.yonorummy.in/GameX/1.6.8.7/Mine3D	http://ifs.yonorummy.in/GameX/Mine3D/project.manifest
Mines	0.0.1	assets/res/raw-assets/6e/6e959e52-746b-4422-acc4-96196fad05fa.manifest	186	20225434074b3597d3d5ea4ef7e4092f	http://ifs.yonorummy.in/GameX/1.6.8.7/Mines	http://ifs.yonorummy.in/GameX/Mines/project.manifest
MoneyComing	0.0.1	assets/res/raw-assets/26/2606a540-62c0-44c8-9a9c-d5c9ea48d44e.manifest	210	6b981ef1f639ef023e67fd4b66edb0a6	http://ifs.yonorummy.in/GameX/1.6.8.7/MoneyComing	http://ifs.yonorummy.in/GameX/MoneyComing/project.manifest
MoneyPot	0.0.1	assets/res/raw-assets/df/dfeaefd1-8b8d-465e-bc18-095ef68d647a.manifest	198	adebfeb35ce17776147c1eb7d9fc13ea	http://ifs.yonorummy.in/GameX/1.6.8.7/MoneyPot	http://ifs.yonorummy.in/GameX/MoneyPot/project.manifest
MonkeyFortune	0.0.1	assets/res/raw-assets/be/be70571a-8bba-449f-8fdc-60b30cfced5e.manifest	218	29bb2fff01f8b71ef1a7d2f7417e9adb	http://ifs.yonorummy.in/GameX/1.6.8.7/MonkeyFortune	http://ifs.yonorummy.in/GameX/MonkeyFortune/project.manifest
MonkeyFortune2	0.0.1	assets/res/raw-assets/21/21eeb02a-c428-4c1d-ac6e-3e0bee2b823b.manifest	222	77f1151282f8a1cd9183414e6d5fa24d	http://ifs.yonorummy.in/GameX/1.6.8.7/MonkeyFortune2	http://ifs.yonorummy.in/GameX/MonkeyFortune2/project.manifest
MyGirls	0.0.1	assets/res/raw-assets/9a/9a8eb2c2-1d99-460a-bc93-b12c70a9baf6.manifest	194	44a4ca7b31bd419669c9de9ba3d31e1b	http://ifs.yonorummy.in/GameX/1.6.8.7/MyGirls	http://ifs.yonorummy.in/GameX/MyGirls/project.manifest
MysteryLamp	0.0.1	assets/res/raw-assets/6f/6feea0b8-905e-463a-b2fc-d03a708d975f.manifest	210	ec180c0d1fb1a234fd570d96e5d81d21	http://ifs.yonorummy.in/GameX/1.6.8.7/MysteryLamp	http://ifs.yonorummy.in/GameX/MysteryLamp/project.manifest
Mythic_Deep	0.0.1	assets/res/raw-assets/ce/ce8e57a3-0c38-4fe8-b9f5-d6db2d986477.manifest	210	3c9087dbd28d8b4c1c240887d6ddc526	http://ifs.yonorummy.in/GameX/1.6.8.7/Mythic_Deep	http://ifs.yonorummy.in/GameX/Mythic_Deep/project.manifest
NightfallHunting	0.0.1	assets/res/raw-assets/f4/f4c06640-9fdc-4e34-8303-a1cdb3c10e9b.manifest	230	44b0e4f5cf3bf2f26f85a312f8f3de6d	http://ifs.yonorummy.in/GameX/1.6.8.7/NightfallHunting	http://ifs.yonorummy.in/GameX/NightfallHunting/project.manifest
Nudo	0.0.1	assets/res/raw-assets/75/754b8944-adf6-4d41-8f10-528e411a5e7f.manifest	182	005899ebcc4415e29a4772a24643215f	http://ifs.yonorummy.in/GameX/1.6.8.7/Nudo	http://ifs.yonorummy.in/GameX/Nudo/project.manifest
Olympus	0.0.1	assets/res/raw-assets/cc/cc0b5a76-3dd2-4965-a796-baae198b3239.manifest	194	84dfd30f6529ef6001305cdf90ecf1b6	http://ifs.yonorummy.in/GameX/1.6.8.7/Olympus	http://ifs.yonorummy.in/GameX/Olympus/project.manifest
OneHundredXDollar	0.0.1	assets/res/raw-assets/35/354ae739-3313-46cc-a06b-62de79837821.manifest	234	01c0c2b9eae4d1e0b6303aa27d34c5d0	http://ifs.yonorummy.in/GameX/1.6.8.7/OneHundredXDollar	http://ifs.yonorummy.in/GameX/OneHundredXDollar/project.manifest
PenaltyShootout	0.0.1	assets/res/raw-assets/cb/cb8ba1ab-df2a-43e4-88cb-1b76a2e34c0f.manifest	226	68530a2f5c07ce27cf6da0adbd656994	http://ifs.yonorummy.in/GameX/1.6.8.7/PenaltyShootout	http://ifs.yonorummy.in/GameX/PenaltyShootout/project.manifest
PersonalInfo	0.0.1	assets/res/raw-assets/1a/1ae9c855-ebcc-425c-8a0e-682e5d4f9d0e.manifest	220	65e47e4b5f0308bf8229333ee34f3811	http://ifs.yonorummy.in/GameX/1.6.8.7/PersonalInfo	http://ifs.yonorummy.in/GameX/PersonalInfo/project.manifest
PhantomMustang	0.0.1	assets/res/raw-assets/63/637c7230-9012-4ec1-89e4-8f4f41082f07.manifest	222	7c77e06254e6d4c40b4a600d735df171	http://ifs.yonorummy.in/GameX/1.6.8.7/PhantomMustang	http://ifs.yonorummy.in/GameX/PhantomMustang/project.manifest
PharaohsFortune	0.0.1	assets/res/raw-assets/e7/e74be989-1d0a-45e8-8ef6-82dae200afc1.manifest	223	0d9c89659431de532a295fbef1809557	http://ifs.yonorummy.in/GameX/1.6.8.7/PharaohsFortune	http://ifs.yonorummy.in/GameX/PharaohsFortune/project.manifest
PinataFrenzy	0.0.1	assets/res/raw-assets/79/79b115cf-4df9-46f4-852e-0b8a2573dc4b.manifest	214	fcaaa57b310f885ad526179aabbee393	http://ifs.yonorummy.in/GameX/1.6.8.7/PinataFrenzy	http://ifs.yonorummy.in/GameX/PinataFrenzy/project.manifest
PinataWins	0.0.1	assets/res/raw-assets/2b/2bab6332-5b1d-4577-af97-e7bd26f2c297.manifest	206	51273cd8fb32bd847b74c9c5f23aa663	http://ifs.yonorummy.in/GameX/1.6.8.7/PinataWins	http://ifs.yonorummy.in/GameX/PinataWins/project.manifest
Plinko	0.0.1	assets/res/raw-assets/93/932f7649-59df-417a-9e78-e1b6998aa491.manifest	190	a8b7df64ebff03e5589c6fe508e80141	http://ifs.yonorummy.in/GameX/1.6.8.7/Plinko	http://ifs.yonorummy.in/GameX/Plinko/project.manifest
PokerBase	0.0.1	assets/res/raw-assets/9b/9b380ced-6ecc-42dc-907f-e1e82693be40.manifest	202	1654742f5590d91a76b735dd703e69ff	http://ifs.yonorummy.in/GameX/1.6.8.7/PokerBase	http://ifs.yonorummy.in/GameX/PokerBase/project.manifest
PokerKingdom	0.0.1	assets/res/raw-assets/7c/7c54c32b-ee82-4bde-92b6-7fec0615a6db.manifest	214	c82371a87e787c2f3ffe56248cc5334b	http://ifs.yonorummy.in/GameX/1.6.8.7/PokerKingdom	http://ifs.yonorummy.in/GameX/PokerKingdom/project.manifest
Poseidon2	0.0.1	assets/res/raw-assets/4c/4cd8d927-6a13-4f72-84d5-af82dbcbcae7.manifest	202	b7ec034977f0de301419be45b5b6b5c1	http://ifs.yonorummy.in/GameX/1.6.8.7/Poseidon2	http://ifs.yonorummy.in/GameX/Poseidon2/project.manifest
PowerOfTheKraken	0.0.1	assets/res/raw-assets/f6/f6eaa76e-cbfb-4fba-8a4e-c4822c4c0b98.manifest	230	e156ee8cb2b996549ac9877274d1f0c0	http://ifs.yonorummy.in/GameX/1.6.8.7/PowerOfTheKraken	http://ifs.yonorummy.in/GameX/PowerOfTheKraken/project.manifest
PowerOfTheKraken2	0.0.1	assets/res/raw-assets/0e/0e5576f0-de9a-4da2-9524-6d6221af5925.manifest	234	da22ca836254f244274f6b62778710a8	http://ifs.yonorummy.in/GameX/1.6.8.7/PowerOfTheKraken2	http://ifs.yonorummy.in/GameX/PowerOfTheKraken2/project.manifest
PowerOfTheKraken3	0.0.1	assets/res/raw-assets/b6/b66e6a44-f9fa-41cb-b0c9-09b036516965.manifest	234	8ff11b3ec6faf29abbd321f915a03a1d	http://ifs.yonorummy.in/GameX/1.6.8.7/PowerOfTheKraken3	http://ifs.yonorummy.in/GameX/PowerOfTheKraken3/project.manifest
PowerUpLink	0.0.1	assets/res/raw-assets/fd/fd16dd45-57c6-4e56-a255-97b2d5027b67.manifest	210	cff39c2ea0f9d81820b6a94bf37ac213	http://ifs.yonorummy.in/GameX/1.6.8.7/PowerUpLink	http://ifs.yonorummy.in/GameX/PowerUpLink/project.manifest
QuickChange	0.0.1	assets/res/raw-assets/a1/a12240e6-446b-49c9-b58e-a2f280b084ae.manifest	211	dcb457b1585493d05607e0ea9df3bc36	http://ifs.yonorummy.in/GameX/1.6.8.7/QuickChange	http://ifs.yonorummy.in/GameX/QuickChange/project.manifest
Rango	0.0.1	assets/res/raw-assets/14/14756889-0a15-4f12-9408-be3d3ae09d7c.manifest	186	2232cac4e36d70995c5c74bf396e8b14	http://ifs.yonorummy.in/GameX/1.6.8.7/Rango	http://ifs.yonorummy.in/GameX/Rango/project.manifest
Rank	0.0.1	assets/res/raw-assets/8d/8d7393a7-6b57-48da-a28d-0bb9cf34477e.manifest	193	f0f6e851a63aa654cd66f3f578861e62	http://ifs.yonorummy.in/GameX/1.6.8.7/Rank	http://ifs.yonorummy.in/GameX/Rank/project.manifest
RavePartyFever	0.0.1	assets/res/raw-assets/1e/1e96b3d9-d626-4a2b-bd37-2aa0a266746f.manifest	222	f321ecd552d9b5636d9fe8098fa45760	http://ifs.yonorummy.in/GameX/1.6.8.7/RavePartyFever	http://ifs.yonorummy.in/GameX/RavePartyFever/project.manifest
